date,Value
2014/12/3,14049
2014/12/4,13966
2014/12/5,13958
2014/12/8,13888
2014/12/9,13799
2014/12/10,13780
2014/12/11,13700
2014/12/12,13641
2014/12/15,13641
2014/12/16,13640
2014/12/17,13635
2014/12/18,13633
2014/12/19,13628
2014/12/22,13625
2014/12/23,13624
2014/12/24,13621
2014/12/25,13620
2014/12/26,13617
2014/12/29,13609
2014/12/30,13602
2014/12/31,13605
2015/1/4,13607
2015/1/5,13606
2015/1/6,13605
2015/1/7,13603
2015/1/8,13603
2015/1/9,13602
2015/1/12,13601
2015/1/13,13590
2015/1/14,13585
2015/1/15,13570
2015/1/16,13565
2015/1/19,13532
2015/1/20,13507
2015/1/21,13496
2015/1/22,13485
2015/1/23,13472
2015/1/26,13459
2015/1/27,13459
2015/1/28,13454
2015/1/29,13457
2015/1/30,13459
2015/2/2,13460
2015/2/3,13458
2015/2/4,13457
2015/2/5,13452
2015/2/6,13451
2015/2/9,13445
2015/2/10,13442
2015/2/11,13433
2015/2/12,13435
2015/2/13,13436
2015/2/15,13437
2015/2/16,13439
2015/2/17,13442
2015/2/25,13443
2015/2/26,13445
2015/2/27,13447
2015/2/28,13449
2015/3/2,13456
2015/3/3,13466
2015/3/4,13467
2015/3/5,13475
2015/3/6,13478
2015/3/9,13475
2015/3/10,13473
2015/3/11,13470
2015/3/12,13467
2015/3/13,13466
2015/3/16,13463
2015/3/17,13462
2015/3/18,13457
2015/3/19,13450
2015/3/20,13448
2015/3/23,13446
2015/3/24,13446
2015/3/25,13471
2015/3/26,13471
2015/3/27,13473
2015/3/30,13475
2015/3/31,13475
2015/4/1,13473
2015/4/2,13471
2015/4/3,13452
2015/4/7,13457
2015/4/8,13456
2015/4/9,13453
2015/4/10,13452
2015/4/13,13443
2015/4/14,13433
2015/4/15,13427
2015/4/16,13420
2015/4/17,13415
2015/4/20,13409
2015/4/21,13398
2015/4/22,13399
2015/4/23,13392
2015/4/24,13391
2015/4/27,13388
2015/4/28,13389
2015/4/29,13387
2015/4/30,13395
2015/5/4,13396
2015/5/5,13403
2015/5/6,13403
2015/5/7,13409
2015/5/8,13396
2015/5/11,13393
2015/5/12,13382
2015/5/13,13381
2015/5/14,13366
2015/5/15,13356
2015/5/18,13359
2015/5/19,13359
2015/5/20,13361
2015/5/21,13366
2015/5/22,13365
2015/5/25,13356
2015/5/26,13325
2015/5/27,13323
2015/5/28,13323
2015/5/29,13313
2015/6/1,13312
2015/6/2,13307
2015/6/3,13313
2015/6/4,13313
2015/6/5,13305
2015/6/8,13323
2015/6/9,13329
2015/6/10,13329
2015/6/11,13331
2015/6/12,13330
2015/6/15,13333
2015/6/16,13336
2015/6/17,13337
2015/6/18,13337
2015/6/19,13335
2015/6/23,13330
2015/6/24,13297
2015/6/25,13297
2015/6/26,13291
2015/6/29,13263
2015/6/30,13263
2015/7/1,13248
2015/7/2,13239
2015/7/3,13238
2015/7/6,13226
2015/7/7,13226
2015/7/8,13218
2015/7/9,13212
2015/7/10,13203
2015/7/13,13203
2015/7/14,13201
2015/7/15,13180
2015/7/16,13185
2015/7/17,13175
2015/7/20,13165
2015/7/21,13159
2015/7/22,13151
2015/7/23,13159
2015/7/24,13158
2015/7/27,13155
2015/7/28,13150
2015/7/29,13149
2015/7/30,13143
2015/7/31,13138
2015/8/3,13136
2015/8/4,13128
2015/8/5,13141
2015/8/6,13149
2015/8/7,13156
2015/8/10,13166
2015/8/11,13167
2015/8/12,13127
2015/8/13,13125
2015/8/14,13123
2015/8/17,13106
2015/8/18,13103
2015/8/19,13102
2015/8/20,13103
2015/8/21,13103
2015/8/24,13098
2015/8/25,13087
2015/8/26,13086
2015/8/27,13086
2015/8/28,13085
2015/8/31,13079
2015/9/1,13077
2015/9/6,13077
2015/9/7,13066
2015/9/8,13067
2015/9/9,13065
2015/9/10,13062
2015/9/11,13060
2015/9/14,13059
2015/9/15,13059
2015/9/16,13057
2015/9/17,13058
2015/9/18,13059
2015/9/21,13059
2015/9/22,13061
2015/9/23,13067
2015/9/24,13065
2015/9/25,13056
2015/9/28,13061
2015/9/29,13059
2015/9/30,13051
2015/10/8,13076
2015/10/9,13073
2015/10/10,13071
2015/10/12,13065
2015/10/13,13067
2015/10/14,13069
2015/10/15,13075
2015/10/16,13073
2015/10/19,13076
2015/10/20,13061
2015/10/21,13053
2015/10/22,13027
2015/10/23,13015
2015/10/26,12998
2015/10/27,12993
2015/10/28,12978
2015/10/29,12979
2015/10/30,12989
2015/11/2,12979
2015/11/3,12981
2015/11/4,12991
2015/11/5,12997
2015/11/6,12992
2015/11/9,12981
2015/11/10,12972
2015/11/11,12969
2015/11/12,12963
2015/11/13,12960
2015/11/16,12942
2015/11/17,12947
2015/11/18,12949
2015/11/19,12955
2015/11/20,12956
2015/11/23,12958
2015/11/24,12958
2015/11/25,12959
2015/11/26,12951
2015/11/27,12958
2015/11/30,12959
2015/12/1,12960
2015/12/2,12963
2015/12/3,12965
2015/12/4,12950
2015/12/7,12949
2015/12/8,12948
2015/12/9,12945
2015/12/10,12942
2015/12/11,12939
2015/12/14,12933
2015/12/15,12928
2015/12/16,12925
2015/12/17,12922
2015/12/18,12916
2015/12/21,12916
2015/12/22,12925
2015/12/23,12927
2015/12/24,12932
2015/12/25,12931
2015/12/28,12929
2015/12/29,12926
2015/12/30,12923
2015/12/31,12922
2016/1/4,12923
2016/1/5,12923
2016/1/6,12920
2016/1/7,12919
2016/1/8,12796
2016/1/11,12773
2016/1/12,12767
2016/1/13,12762
2016/1/14,12736
2016/1/15,12679
2016/1/18,12663
2016/1/19,12619
2016/1/20,12572
2016/1/21,12525
2016/1/22,12498
2016/1/25,12451
2016/1/26,12435
2016/1/27,12389
2016/1/28,12358
2016/1/29,12348
2016/2/1,12333
2016/2/2,12328
2016/2/3,12322
2016/2/4,12317
2016/2/5,12311
2016/2/6,12308
2016/2/14,12301
2016/2/15,12296
2016/2/16,12280
2016/2/17,12270
2016/2/18,12237
2016/2/19,12219
2016/2/22,12209
2016/2/23,12200
2016/2/24,12193
2016/2/25,12190
2016/2/26,12119
2016/2/29,12090
2016/3/1,12088
2016/3/2,12081
2016/3/3,12068
2016/3/4,12063
2016/3/7,12020
2016/3/8,12015
2016/3/9,12013
2016/3/10,12007
2016/3/11,12005
2016/3/14,11983
2016/3/15,11955
2016/3/16,11948
2016/3/17,11941
2016/3/18,11902
2016/3/21,11767
2016/3/22,11709
2016/3/23,11698
2016/3/24,11689
2016/3/25,11682
2016/3/28,11682
2016/3/29,11679
2016/3/30,11679
2016/3/31,11678
2016/4/1,11679
2016/4/5,11687
2016/4/6,11687
2016/4/7,11695
2016/4/8,11696
2016/4/11,11707
2016/4/12,11755
2016/4/13,11816
2016/4/14,11913
2016/4/15,11950
2016/4/18,12001
2016/4/19,12083
2016/4/20,12175
2016/4/21,12271
2016/4/22,12369
2016/4/25,12367
2016/4/26,12368
2016/4/27,12369
2016/4/28,12372
2016/4/29,12372
2016/5/3,12375
2016/5/4,12391
2016/5/5,12412
2016/5/6,12465
2016/5/9,12476
2016/5/10,12478
2016/5/11,12487
2016/5/12,12523
2016/5/13,12523
2016/5/16,12526
2016/5/17,12511
2016/5/18,12519
2016/5/19,12521
2016/5/20,12530
2016/5/23,12536
2016/5/24,12556
2016/5/25,12561
2016/5/26,12567
2016/5/27,12577
2016/5/30,12575
2016/5/31,12613
2016/6/1,12615
2016/6/2,12616
2016/6/3,12618
2016/6/6,12619
2016/6/7,12632
2016/6/8,12637
2016/6/12,12645
2016/6/13,12656
2016/6/14,12668
2016/6/15,12669
2016/6/16,12669
2016/6/17,12667
2016/6/20,12686
2016/6/21,12698
2016/6/22,12717
2016/6/23,12717
2016/6/24,12717
2016/6/27,12719
2016/6/28,12719
2016/6/29,12816
2016/6/30,13075
2016/7/1,13285
2016/7/4,13333
2016/7/5,13629
2016/7/6,13632
2016/7/7,13638
2016/7/8,13666
2016/7/11,13665
2016/7/12,13666
2016/7/13,13766
2016/7/14,13842
2016/7/15,13998
2016/7/18,14181
2016/7/19,14387
2016/7/20,14892
2016/7/21,15145
2016/7/22,15288
2016/7/25,15288
2016/7/26,15289
2016/7/27,15322
2016/7/28,15415
2016/7/29,15308
2016/8/1,15217
2016/8/2,15190
2016/8/3,15118
2016/8/4,14930
2016/8/5,14928
2016/8/8,14899
2016/8/9,14888
2016/8/10,14839
2016/8/11,14767
2016/8/12,14746
2016/8/15,14691
2016/8/16,14602
2016/8/17,14561
2016/8/18,14558
2016/8/19,14533
2016/8/22,14462
2016/8/23,14445
2016/8/24,14445
2016/8/25,14437
2016/8/26,14401
2016/8/29,14338
2016/8/30,14272
2016/8/31,14226
2016/9/1,14138
2016/9/2,14081
2016/9/5,14068
2016/9/6,14063
2016/9/7,14058
2016/9/8,14089
2016/9/9,14115
2016/9/12,14136
2016/9/13,14139
2016/9/14,14141
2016/9/18,14142
2016/9/19,14155
2016/9/20,14182
2016/9/21,14212
2016/9/22,14235
2016/9/23,14323
2016/9/26,14366
2016/9/27,14427
2016/9/28,14679
2016/9/29,14798
2016/9/30,14866
2016/10/3,14925
2016/10/4,15088
2016/10/5,15207
2016/10/6,15228
2016/10/7,15269
2016/10/8,15309
2016/10/9,15352
2016/10/10,15418
2016/10/11,15419
2016/10/12,15417
2016/10/13,15416
2016/10/14,15348
2016/10/17,15289
2016/10/18,15292
2016/10/19,15371
2016/10/20,15361
2016/10/21,15359
2016/10/24,15359
2016/10/25,15366
2016/10/26,15368
2016/10/27,15365
2016/10/28,15365
2016/10/31,15358
2016/11/1,15346
2016/11/2,15369
2016/11/3,15369
2016/11/4,15369
2016/11/7,15377
2016/11/8,15379
2016/11/9,15398
2016/11/10,15416
2016/11/11,15615
2016/11/14,15618
2016/11/15,15626
2016/11/16,15698
2016/11/17,15711
2016/11/18,15799
2016/11/21,15816
2016/11/22,15876
2016/11/23,15888
2016/11/24,15936
2016/11/25,15962
2016/11/28,15997
2016/11/29,16019
2016/11/30,15999
2016/12/1,15969
2016/12/2,15949
2016/12/5,15947
2016/12/6,15945
2016/12/7,15909
2016/12/8,15907
2016/12/9,15905
2016/12/12,15908
2016/12/13,15953
2016/12/14,15953
2016/12/15,15955
2016/12/16,15955
2016/12/19,15957
2016/12/20,15896
2016/12/21,15833
2016/12/22,15836
2016/12/23,15852
2016/12/26,15853
2016/12/27,15782
2016/12/28,15779
2016/12/29,15798
2016/12/30,15798
2017/1/3,15796
2017/1/4,15787
2017/1/5,15786
2017/1/6,15785
2017/1/9,15776
2017/1/10,15771
2017/1/11,15769
2017/1/12,15781
2017/1/13,15789
2017/1/16,15781
2017/1/17,15781
2017/1/18,15781
2017/1/19,15782
2017/1/20,15776
2017/1/22,15777
2017/1/23,15777
2017/1/24,15787
2017/1/25,15799
2017/1/26,15799
2017/2/3,15938
2017/2/4,15938
2017/2/6,15939
2017/2/7,15998
2017/2/8,15999
2017/2/9,15999
2017/2/10,15999
2017/2/13,15999
2017/2/14,16000
2017/2/15,16001
2017/2/16,15999
2017/2/17,15998
2017/2/20,15979
2017/2/21,15978
2017/2/22,15976
2017/2/23,15975
2017/2/24,15972
2017/2/27,15963
2017/2/28,15963
2017/3/1,15963
2017/3/2,15955
2017/3/3,15955
2017/3/6,15965
2017/3/7,15965
2017/3/8,15975
2017/3/9,15975
2017/3/10,15972
2017/3/13,15971
2017/3/14,15958
2017/3/15,15957
2017/3/16,15938
2017/3/17,15936
2017/3/20,15946
2017/3/21,15943
2017/3/22,15932
2017/3/23,15896
2017/3/24,15896
2017/3/27,15875
2017/3/28,15875
2017/3/29,15872
2017/3/30,15867
2017/3/31,15862
2017/4/1,15859
2017/4/5,15851
2017/4/6,15848
2017/4/7,15848
2017/4/10,15853
2017/4/11,15850
2017/4/12,15848
2017/4/13,15846
2017/4/14,15848
2017/4/17,15849
2017/4/18,15849
2017/4/19,15859
2017/4/20,15859
2017/4/21,15872
2017/4/24,15913
2017/4/25,15922
2017/4/26,15920
2017/4/27,15928
2017/4/28,15949
2017/5/2,15965
2017/5/3,15980
2017/5/4,15996
2017/5/5,16031
2017/5/8,16031
2017/5/9,16003
2017/5/10,15996
2017/5/11,15979
2017/5/12,15999
2017/5/15,15999
2017/5/16,16028
2017/5/17,16032
2017/5/18,16046
2017/5/19,16059
2017/5/22,16070
2017/5/23,16072
2017/5/24,16076
2017/5/25,16078
2017/5/26,16078
2017/5/27,16076
2017/5/31,16077
2017/6/1,16066
2017/6/2,16065
2017/6/5,16071
2017/6/6,16070
2017/6/7,16073
2017/6/8,16074
2017/6/9,16076
2017/6/12,16083
2017/6/13,16068
2017/6/14,16048
2017/6/15,16019
2017/6/16,16004
2017/6/19,15993
2017/6/20,15988
2017/6/21,15979
2017/6/22,15968
2017/6/23,15966
2017/6/26,15966
2017/6/27,15959
2017/6/28,15949
2017/6/29,15946
2017/6/30,15939
2017/7/3,15939
2017/7/4,15907
2017/7/5,15906
2017/7/6,15898
2017/7/7,15893
2017/7/10,15891
2017/7/11,15879
2017/7/12,15874
2017/7/13,15872
2017/7/14,15871
2017/7/17,15870
2017/7/18,15873
2017/7/19,15899
2017/7/20,15899
2017/7/21,15902
2017/7/24,15903
2017/7/25,15903
2017/7/26,15900
2017/7/27,15899
2017/7/28,15899
2017/7/31,15888
2017/8/1,15871
2017/8/2,15861
2017/8/3,15860
2017/8/4,15860
2017/8/7,15858
2017/8/8,15858
2017/8/9,15859
2017/8/10,15859
2017/8/11,15863
2017/8/14,15869
2017/8/15,15881
2017/8/16,15883
2017/8/17,15895
2017/8/18,15895
2017/8/21,15908
2017/8/22,15908
2017/8/23,15909
2017/8/24,15906
2017/8/25,15907
2017/8/28,15911
2017/8/29,15911
2017/8/30,15916
2017/8/31,15916
2017/9/1,15919
2017/9/4,15928
2017/9/5,15933
2017/9/6,15938
2017/9/7,15939
2017/9/8,15948
2017/9/11,15949
2017/9/12,15955
2017/9/13,15957
2017/9/14,15962
2017/9/15,15965
2017/9/18,15966
2017/9/19,15972
2017/9/20,15972
2017/9/21,15974
2017/9/22,15979
2017/9/25,15991
2017/9/26,15992
2017/9/27,15996
2017/9/28,15999
2017/9/29,15995
2017/9/30,15996
2017/10/2,15996
2017/10/3,15997
2017/10/4,15989
2017/10/5,15988
2017/10/6,15988
2017/10/9,15981
2017/10/10,15981
2017/10/11,15981
2017/10/12,15979
2017/10/13,15970
2017/10/16,15998
2017/10/17,15999
2017/10/18,15992
2017/10/19,15991
2017/10/20,15991
2017/10/23,15991
2017/10/24,15988
2017/10/25,15987
2017/10/26,15986
2017/10/27,15992
2017/10/30,15998
2017/10/31,15998
2017/11/1,15999
2017/11/2,16002
2017/11/3,16007
2017/11/6,16016
2017/11/7,16015
2017/11/8,16009
2017/11/9,16002
2017/11/10,16001
2017/11/13,16001
2017/11/14,15998
2017/11/15,15991
2017/11/16,15983
2017/11/17,15958
2017/11/20,15949
2017/11/21,15931
2017/11/22,15906
2017/11/23,15898
2017/11/24,15882
2017/11/27,15881
2017/11/28,15872
2017/11/29,15869
2017/11/30,15860
2017/12/1,15845
2017/12/4,15846
2017/12/5,15848
2017/12/6,15843
2017/12/7,15842
2017/12/8,15842
2017/12/11,15838
2017/12/12,15822
2017/12/13,15816
2017/12/14,15803
2017/12/15,15797
2017/12/18,15797
2017/12/19,15793
2017/12/20,15790
2017/12/21,15782
2017/12/22,15721
2017/12/25,15720
2017/12/26,15719
2017/12/27,15713
2017/12/28,15705
2017/12/29,15699
2018/1/2,15698
2018/1/3,15689
2018/1/4,15680
2018/1/5,15665
2018/1/8,15666
2018/1/9,15656
2018/1/10,15656
2018/1/11,15657
2018/1/12,15658
2018/1/15,15660
2018/1/16,15661
2018/1/17,15660
2018/1/18,15663
2018/1/19,15666
2018/1/22,15688
2018/1/23,15693
2018/1/24,15696
2018/1/25,15703
2018/1/26,15709
2018/1/29,15716
2018/1/30,15715
2018/1/31,15715
2018/2/1,15715
2018/2/2,15716
2018/2/5,15716
2018/2/6,15700
2018/2/7,15697
2018/2/8,15698
2018/2/9,15698
2018/2/11,15696
2018/2/12,15691
2018/2/13,15688
2018/2/14,15689
2018/2/22,15689
2018/2/23,15688
2018/2/24,15691
2018/2/26,15683
2018/2/27,15683
2018/2/28,15685
2018/3/1,15696
2018/3/2,15697
2018/3/5,15699
2018/3/6,15702
2018/3/7,15705
2018/3/8,15711
2018/3/9,15722
2018/3/12,15723
2018/3/13,15722
2018/3/14,15721
2018/3/15,15712
2018/3/16,15701
2018/3/19,15688
2018/3/20,15677
2018/3/21,15671
2018/3/22,15670
2018/3/23,15657
2018/3/26,15647
2018/3/27,15636
2018/3/28,15603
2018/3/29,15577
2018/3/30,15546
2018/4/2,15533
2018/4/3,15531
2018/4/4,15522
2018/4/8,15511
2018/4/9,15506
2018/4/10,15505
2018/4/11,15498
2018/4/12,15497
2018/4/13,15486
2018/4/16,15485
2018/4/17,15483
2018/4/18,15481
2018/4/19,15481
2018/4/20,15482
2018/4/23,15479
2018/4/24,15463
2018/4/25,15456
2018/4/26,15451
2018/4/27,15453
2018/4/28,15453
2018/5/2,15451
2018/5/3,15462
2018/5/4,15465
2018/5/7,15478
2018/5/8,15506
2018/5/9,15509
2018/5/10,15518
2018/5/11,15525
2018/5/14,15538
2018/5/15,15543
2018/5/16,15546
2018/5/17,15657
2018/5/18,15696
2018/5/21,15753
2018/5/22,15928
2018/5/23,16023
2018/5/24,16012
2018/5/25,16043
2018/5/28,16100
2018/5/29,16136
2018/5/30,16398
2018/5/31,16611
2018/6/1,16752
2018/6/4,16900
2018/6/5,16897
2018/6/6,16662
2018/6/7,16461
2018/6/8,16458
2018/6/11,16407
2018/6/12,16405
2018/6/13,16403
2018/6/14,16401
2018/6/15,16401
2018/6/19,16402
2018/6/20,16379
2018/6/21,16363
2018/6/22,16353
2018/6/25,16353
2018/6/26,16331
2018/6/27,16328
2018/6/28,16327
2018/6/29,16326
2018/7/2,16323
2018/7/3,16297
2018/7/4,16295
2018/7/5,16279
2018/7/6,16223
2018/7/9,16203
2018/7/10,16198
2018/7/11,16198
2018/7/12,16193
2018/7/13,16192
2018/7/16,16187
2018/7/17,16187
2018/7/18,16182
2018/7/19,16181
2018/7/20,16181
2018/7/23,16181
2018/7/24,16175
2018/7/25,16173
2018/7/26,16181
2018/7/27,16199
2018/7/30,16199
2018/7/31,16199
2018/8/1,16208
2018/8/2,16228
2018/8/3,16229
2018/8/6,16232
2018/8/7,16233
2018/8/8,16258
2018/8/9,16277
2018/8/10,16293
2018/8/13,16292
2018/8/14,16291
2018/8/15,16296
2018/8/16,16296
2018/8/17,16291
2018/8/20,16290
2018/8/21,16292
2018/8/22,16295
2018/8/23,16303
2018/8/24,16300
2018/8/27,16300
2018/8/28,16316
2018/8/29,16316
2018/8/30,16316
2018/8/31,16316
2018/9/3,16317
2018/9/4,16318
2018/9/5,16323
2018/9/6,16325
2018/9/7,16330
2018/9/10,16333
2018/9/11,16333
2018/9/12,16339
2018/9/13,16342
2018/9/14,16343
2018/9/17,16348
2018/9/18,16350
2018/9/19,16342
2018/9/20,16339
2018/9/21,16337
2018/9/25,16331
2018/9/26,16328
2018/9/27,16298
2018/9/28,16243
2018/9/29,16193
2018/9/30,16165
2018/10/1,16147
2018/10/2,16141
2018/10/3,16130
2018/10/4,16088
2018/10/5,16086
2018/10/8,16073
2018/10/9,16072
2018/10/10,16045
2018/10/11,16035
2018/10/12,15985
2018/10/15,15976
2018/10/16,15973
2018/10/17,15942
2018/10/18,15913
2018/10/19,15898
2018/10/22,15879
2018/10/23,15870
2018/10/24,15863
2018/10/25,15842
2018/10/26,15831
2018/10/29,15792
2018/10/30,15749
2018/10/31,15739
2018/11/1,15710
2018/11/2,15671
2018/11/5,15670
2018/11/6,15638
2018/11/7,15627
2018/11/8,15606
2018/11/9,15606
2018/11/12,15605
2018/11/13,15596
2018/11/14,15585
2018/11/15,15585
2018/11/16,15582
2018/11/19,15573
2018/11/20,15552
2018/11/21,15546
2018/11/22,15508
2018/11/23,15508
2018/11/26,15487
2018/11/27,15432
2018/11/28,15429
2018/11/29,15429
2018/11/30,15423
2018/12/3,15423
2018/12/4,15426
2018/12/5,15426
2018/12/6,15423
2018/12/7,15402
2018/12/10,15403
2018/12/11,15406
2018/12/12,15405
2018/12/13,15405
2018/12/14,15411
2018/12/17,15406
2018/12/18,15406
2018/12/19,15406
2018/12/20,15408
2018/12/21,15409
2018/12/24,15411
2018/12/25,15408
2018/12/26,15395
2018/12/27,15386
2018/12/28,15383
2018/12/29,15375
2019/1/2,15369
2019/1/3,15362
2019/1/4,15352
2019/1/7,15353
2019/1/8,15358
2019/1/9,15361
2019/1/10,15368
2019/1/11,15378
2019/1/14,15383
2019/1/15,15386
2019/1/16,15399
2019/1/17,15408
2019/1/18,15433
2019/1/21,15452
2019/1/22,15473
2019/1/23,15479
2019/1/24,15488
2019/1/25,15498
2019/1/28,15498
2019/1/29,15499
2019/1/30,15499
2019/1/31,15501
2019/2/1,15502
2019/2/2,15502
2019/2/3,15503
2019/2/11,15503
2019/2/12,15502
2019/2/13,15501
2019/2/14,15499
2019/2/15,15489
2019/2/18,15488
2019/2/19,15485
2019/2/20,15485
2019/2/21,15493
2019/2/22,15501
2019/2/25,15513
2019/2/26,15513
2019/2/27,15512
2019/2/28,15512
2019/3/1,15512
2019/3/4,15518
2019/3/5,15533
2019/3/6,15533
2019/3/7,15543
2019/3/8,15548
2019/3/11,15555
2019/3/12,15555
2019/3/13,15557
2019/3/14,15572
2019/3/15,15585
2019/3/18,15596
2019/3/19,15606
2019/3/20,15607
2019/3/21,15615
2019/3/22,15618
2019/3/25,15625
2019/3/26,15625
2019/3/27,15625
2019/3/28,15636
2019/3/29,15626
2019/4/1,15628
2019/4/2,15629
2019/4/3,15630
2019/4/4,15633
2019/4/8,15636
2019/4/9,15639
2019/4/10,15642
2019/4/11,15643
2019/4/12,15643
2019/4/15,15653
2019/4/16,15668
2019/4/17,15669
2019/4/18,15672
2019/4/19,15671
2019/4/22,15693
2019/4/23,15706
2019/4/24,15703
2019/4/25,15683
2019/4/26,15682
2019/4/28,15671
2019/4/29,15671
2019/4/30,15643
2019/5/5,15642
2019/5/6,15623
2019/5/7,15613
2019/5/8,15608
2019/5/9,15599
2019/5/10,15588
2019/5/13,15489
2019/5/14,15323
2019/5/15,15191
2019/5/16,14969
2019/5/17,14961
2019/5/20,14916
2019/5/21,14859
2019/5/22,14791
2019/5/23,14703
2019/5/24,14621
2019/5/27,14609
2019/5/28,14596
2019/5/29,14589
2019/5/30,14581
2019/5/31,14581
2019/6/3,14519
2019/6/4,14423
2019/6/5,14305
2019/6/6,14092
2019/6/10,14019
2019/6/11,14008
2019/6/12,14011
2019/6/13,14019
2019/6/14,14062
2019/6/17,14068
2019/6/18,14068
2019/6/19,14069
2019/6/20,14117
2019/6/21,14155
2019/6/24,14155
2019/6/25,14156
2019/6/26,14159
2019/6/27,14188
2019/6/28,14189
2019/7/1,14189
2019/7/2,14291
2019/7/3,14293
2019/7/4,14288
2019/7/5,14285
2019/7/8,14301
2019/7/9,14295
2019/7/10,14187
2019/7/11,14187
2019/7/12,14166
2019/7/15,14157
2019/7/16,14149
2019/7/17,14086
2019/7/18,14086
2019/7/19,14025
2019/7/22,14025
2019/7/23,14063
2019/7/24,14061
2019/7/25,14061
2019/7/26,14063
2019/7/29,14071
2019/7/30,14068
2019/7/31,14067
2019/8/1,14065
2019/8/2,14066
2019/8/5,13993
2019/8/6,13663
2019/8/7,13621
2019/8/8,13598
2019/8/9,13591
2019/8/12,13591
2019/8/13,13583
2019/8/14,13583
2019/8/15,13579
2019/8/16,13576
2019/8/19,13571
2019/8/20,13558
2019/8/21,13558
2019/8/22,13543
2019/8/23,13543
2019/8/26,13422
2019/8/27,13079
2019/8/28,13003
2019/8/29,12983
2019/8/30,12985
2019/9/2,12982
2019/9/3,12931
2019/9/4,12931
2019/9/5,12939
2019/9/6,12981
2019/9/9,13017
2019/9/10,13017
2019/9/11,13028
2019/9/12,13031
2019/9/16,13051
2019/9/17,13146
2019/9/18,13103
2019/9/19,13047
2019/9/20,13036
2019/9/23,13036
2019/9/24,13025
2019/9/25,12966
2019/9/26,12885
2019/9/27,12812
2019/9/29,12629
2019/9/30,12608
2019/10/1,12608
2019/10/2,12607
2019/10/3,12598
2019/10/4,12599
2019/10/7,12600
2019/10/8,12601
2019/10/9,12622
2019/10/10,12628
2019/10/11,12628
2019/10/12,12651
2019/10/14,12753
2019/10/15,12759
2019/10/16,12765
2019/10/17,12763
2019/10/18,12766
2019/10/21,12777
2019/10/22,12777
2019/10/23,12783
2019/10/24,12791
2019/10/25,12791
2019/10/28,12800
2019/10/29,12828
2019/10/30,12879
2019/10/31,12971
2019/11/1,12999
2019/11/4,13002
2019/11/5,13013
2019/11/6,13048
2019/11/7,13048
2019/11/8,13046
2019/11/11,13047
2019/11/12,13056
2019/11/13,13056
2019/11/14,13077
2019/11/15,13077
2019/11/18,13100
2019/11/19,13100
2019/11/20,13087
2019/11/21,13055
2019/11/22,13050
2019/11/25,13049
2019/11/26,13069
2019/11/27,13099
2019/11/28,13097
2019/11/29,13092
2019/12/2,13076
2019/12/3,13043
2019/12/4,13033
2019/12/5,13031
2019/12/6,13051
2019/12/9,13082
2019/12/10,13093
2019/12/11,13093
2019/12/12,13100
2019/12/13,13131
2019/12/16,13149
2019/12/17,13157
2019/12/18,13173
2019/12/19,13178
2019/12/20,13187
2019/12/23,13202
2019/12/24,13213
2019/12/25,13232
2019/12/26,13232
2019/12/27,13235
2019/12/30,13318
2019/12/31,13369
2020/1/2,13601
2020/1/3,13619
2020/1/6,13698
2020/1/7,13743
2020/1/8,13806
2020/1/9,13815
2020/1/10,13823
2020/1/13,13846
2020/1/14,13996
2020/1/15,13949
2020/1/16,13886
2020/1/17,13883
2020/1/19,13888
2020/1/20,13901
2020/1/21,13912
2020/1/22,13861
2020/1/23,13833
2020/2/3,13592
2020/2/4,13437
2020/2/5,13431
2020/2/6,13431
2020/2/7,13437
2020/2/10,13437
2020/2/11,13438
2020/2/12,13445
2020/2/13,13419
2020/2/14,13411
2020/2/17,13413
2020/2/18,13469
2020/2/19,13458
2020/2/20,13471
2020/2/21,13489
2020/2/24,13466
2020/2/25,13365
2020/2/26,13342
2020/2/27,13323
2020/2/28,13086
2020/3/2,12887
2020/3/3,12986
2020/3/4,12991
2020/3/5,12983
2020/3/6,12996
2020/3/9,12753
2020/3/10,12641
2020/3/11,12723
2020/3/12,12680
2020/3/13,12555
2020/3/16,12396
2020/3/17,12273
2020/3/18,12273
2020/3/19,12223
2020/3/20,11825
2020/3/23,11532
2020/3/24,11299
2020/3/25,11151
2020/3/26,11323
2020/3/27,11399
2020/3/30,11302
2020/3/31,11091
2020/4/1,11203
2020/4/2,11105
2020/4/3,11093
2020/4/7,11216
2020/4/8,11309
2020/4/9,11362
2020/4/10,11465
2020/4/13,11500
2020/4/14,11479
2020/4/15,11472
2020/4/16,11472
2020/4/17,11463
2020/4/20,11463
2020/4/21,11471
2020/4/22,11370
2020/4/23,11353
2020/4/24,11503
2020/4/26,11500
2020/4/27,11500
2020/4/28,11485
2020/4/29,11432
2020/4/30,11501
2020/5/6,11488
2020/5/7,11387
2020/5/8,11463
2020/5/9,11566
2020/5/11,11577
2020/5/12,11549
2020/5/13,11526
2020/5/14,11515
2020/5/15,11515
2020/5/18,11541
2020/5/19,11563
2020/5/20,11666
2020/5/21,11801
2020/5/22,11900
2020/5/25,11843
2020/5/26,11831
2020/5/27,11848
2020/5/28,11848
2020/5/29,11807
2020/6/1,11795
2020/6/2,11795
2020/6/3,11903
2020/6/4,11919
2020/6/5,11922
2020/6/8,12003
2020/6/9,12101
2020/6/10,12103
2020/6/11,12103
2020/6/12,12083
2020/6/15,11983
